Rxn name	Formula	Gene-reaction association	LB	UB	Objective
PGPP_EC	h2o[c] + 0.02 pgp_EC[c]  -> 0.02 pg_EC[c] + pi[c] 	((b0418) or (b1278))	  0.00	1000.00	  0.00
PGSA_EC	0.02 cdpdag_EC[c] + glyc3p[c]  <=> cmp[c] + h[c] + 0.02 pgp_EC[c] 	(b1912)	-1000.00	1000.00	  0.00
PHETA1	akg[c] + phe_DASH_L[c]  <=> glu_DASH_L[c] + phpyr[c] 	((b3770) or (b4054) or (b0928))	-1000.00	1000.00	  0.00
PHEt2r	h[e] + phe_DASH_L[e]  <=> h[c] + phe_DASH_L[c] 	((b0112) or (b0576))	-1000.00	1000.00	  0.00
PIabc	atp[c] + h2o[c] + pi[e]  -> adp[c] + h[c] + 2 pi[c] 	((b3725) and (b3727) and (b3726) and (b3728))	  0.00	1000.00	  0.00
PIt2r	h[e] + pi[e]  <=> h[c] + pi[c] 	((b3493) or (b2987))	-1000.00	1000.00	  0.00
PLIPA1	h2o[c] + 0.02 pg_EC[c]  -> 0.02 agpg_EC[c] + h[c] + 0.36 hdca[c] + 0.07 hdcea[c] + 0.5 ocdcea[c] + 0.02 ttdca[c] + 0.05 ttdcea[c] 	(b3821)	  0.00	1000.00	  0.00
PLIPA2	h2o[c] + 0.02 pe_EC[c]  -> 0.02 agpe_EC[c] + h[c] + 0.36 hdca[c] + 0.07 hdcea[c] + 0.5 ocdcea[c] + 0.02 ttdca[c] + 0.05 ttdcea[c] 	(b3821)	  0.00	1000.00	  0.00
PLIPA3	h2o[c] + 0.02 pc_EC[c]  -> 0.02 agpc_EC[c] + h[c] + 0.36 hdca[c] + 0.07 hdcea[c] + 0.5 ocdcea[c] + 0.02 ttdca[c] + 0.05 ttdcea[c] 	(b3821)	  0.00	1000.00	  0.00
PMANM	man1p[c]  <=> man6p[c] 	(b2048)	-1000.00	1000.00	  0.00
PMDPHT	5aprbu[c] + h2o[c]  -> 4r5au[c] + pi[c] 		  0.00	1000.00	  0.00
PMPK	4ampm[c] + atp[c]  -> 2mahmp[c] + adp[c] 	(b2103)	  0.00	1000.00	  0.00
PNTK	atp[c] + pnto_DASH_R[c]  -> 4ppan[c] + adp[c] + h[c] 	(b3974)	  0.00	1000.00	  0.00
PNTOt4	na1[e] + pnto_DASH_R[e]  -> na1[c] + pnto_DASH_R[c] 	(b3258)	  0.00	1000.00	  0.00
POX	h2o[c] + pyr[c] + q8[c]  -> ac[c] + co2[c] + q8h2[c] 	(b0871)	  0.00	1000.00	  0.00
PPA	h2o[c] + ppi[c]  -> h[c] + 2 pi[c] 	(b4226)	  0.00	1000.00	  0.00
PPAKr	adp[c] + ppap[c]  <=> atp[c] + ppa[c] 	(b3115)	-1000.00	1000.00	  0.00
PPBNGS	2 5aop[c]  -> 2 h2o[c] + h[c] + ppbng[c] 	(b0369)	  0.00	1000.00	  0.00
PPC	co2[c] + h2o[c] + pep[c]  -> h[c] + oaa[c] + pi[c] 	(b3956)	  0.00	1000.00	  0.00
PPCDC	4ppcys[c] + h[c]  -> co2[c] + pan4p[c] 		  0.00	1000.00	  0.00
PPCK	atp[c] + oaa[c]  -> adp[c] + co2[c] + pep[c] 	(b3403)	  0.00	1000.00	  0.00
PPCSCT	ppcoa[c] + succ[c]  -> ppa[c] + succoa[c] 	(b2920)	  0.00	1000.00	  0.00
PPM	r1p[c]  <=> r5p[c] 	((b4383) or (b3380))	-1000.00	1000.00	  0.00
PPM2	2dr1p[c]  <=> 2dr5p[c] 	(b4383)	-1000.00	1000.00	  0.00
PPNCL2	4ppan[c] + ctp[c] + cys_DASH_L[c]  -> 4ppcys[c] + cmp[c] + h[c] + ppi[c] 		  0.00	1000.00	  0.00
PPND	nad[c] + pphn[c]  -> 34hpp[c] + co2[c] + nadh[c] 	(b2600)	  0.00	1000.00	  0.00
PPNDH	h[c] + pphn[c]  -> co2[c] + h2o[c] + phpyr[c] 	(b2599)	  0.00	1000.00	  0.00
PPPGO	1.5 o2[c] + pppg9[c]  -> 3 h2o[c] + ppp9[c] 	(b3850)	  0.00	1000.00	  0.00
PPPNDO	h[c] + nadh[c] + o2[c] + pppn[c]  -> cechddd[c] + nad[c] 	((b2542) and (b2539) and (b2538) and (b2540))	  0.00	1000.00	  0.00
PPPNt2r	h[e] + pppn[e]  <=> h[c] + pppn[c] 	(b2536)	-1000.00	1000.00	  0.00
PPS	atp[c] + h2o[c] + pyr[c]  -> amp[c] + 2 h[c] + pep[c] + pi[c] 	(b1702)	  0.00	1000.00	  0.00
PPTGS	uaagmda[c]  -> h[c] + peptido_EC[c] + udcpdp[c] 		  0.00	1000.00	  0.00
PRAGSr	atp[c] + gly[c] + pram[c]  <=> adp[c] + gar[c] + h[c] + pi[c] 	(b4005)	-1000.00	1000.00	  0.00
PRAIS	atp[c] + fpram[c]  -> adp[c] + air[c] + 2 h[c] + pi[c] 	(b2499)	  0.00	1000.00	  0.00
PRAIi	pran[c]  -> 2cpr5p[c] 	(b1262)	  0.00	1000.00	  0.00
PRAMPC	h2o[c] + prbamp[c]  -> prfp[c] 	(b2026)	  0.00	1000.00	  0.00
PRASCS	5aizc[c] + asp_DASH_L[c] + atp[c]  <=> 25aics[c] + adp[c] + h[c] + pi[c] 	(b2476)	-1000.00	1000.00	  0.00
PRATPP	h2o[c] + prbatp[c]  -> h[c] + ppi[c] + prbamp[c] 	(b2026)	  0.00	1000.00	  0.00
PRFGS	atp[c] + fgam[c] + gln_DASH_L[c] + h2o[c]  -> adp[c] + fpram[c] + glu_DASH_L[c] + h[c] + pi[c] 	(b2557)	  0.00	1000.00	  0.00
PRMICIi	prfp[c]  -> prlp[c] 	(b2024)	  0.00	1000.00	  0.00
PROD2	fad[c] + pro_DASH_L[c]  -> 1pyr5c[c] + fadh2[c] + h[c] 	(b1014)	  0.00	1000.00	  0.00
PROabc	atp[c] + h2o[c] + pro_DASH_L[e]  -> adp[c] + h[c] + pi[c] + pro_DASH_L[c] 	((b2679) and (b2677) and (b2678))	  0.00	1000.00	  0.00
PROt2r	h[e] + pro_DASH_L[e]  <=> h[c] + pro_DASH_L[c] 	(b4111)	-1000.00	1000.00	  0.00
PROt4	na1[e] + pro_DASH_L[e]  -> na1[c] + pro_DASH_L[c] 	(b1015)	  0.00	1000.00	  0.00
PRPPS	atp[c] + r5p[c]  <=> amp[c] + h[c] + prpp[c] 	(b1207)	-1000.00	1000.00	  0.00
PSCVT	pep[c] + skm5p[c]  <=> 3psme[c] + pi[c] 	(b0908)	-1000.00	1000.00	  0.00
PSD_EC	h[c] + 0.02 ps_EC[c]  -> co2[c] + 0.02 pe_EC[c] 	(b4160)	  0.00	1000.00	  0.00
PSERT	3php[c] + glu_DASH_L[c]  -> akg[c] + pser_DASH_L[c] 	(b0907)	  0.00	1000.00	  0.00
PSP_L	h2o[c] + pser_DASH_L[c]  -> pi[c] + ser_DASH_L[c] 	(b4388)	  0.00	1000.00	  0.00
PSSA_EC	0.02 cdpdag_EC[c] + ser_DASH_L[c]  <=> cmp[c] + h[c] + 0.02 ps_EC[c] 	(b2585)	-1000.00	1000.00	  0.00
PTA2	pi[c] + ppcoa[c]  -> coa[c] + ppap[c] 	(b2297)	  0.00	1000.00	  0.00
PTAr	accoa[c] + pi[c]  <=> actp[c] + coa[c] 	((b2297) or (b2458))	-1000.00	1000.00	  0.00
PTPATi	atp[c] + h[c] + pan4p[c]  -> dpcoa[c] + ppi[c] 	(b3634)	  0.00	1000.00	  0.00
PTRCORNt7	orn[c] + ptrc[e]  <=> orn[e] + ptrc[c] 	(b0692)	-1000.00	1000.00	  0.00
PTRCTA	akg[c] + ptrc[c]  -> 4abutn[c] + glu_DASH_L[c] 		  0.00	1000.00	  0.00
PTRCabc	atp[c] + h2o[c] + ptrc[e]  -> adp[c] + h[c] + pi[c] + ptrc[c] 	(((b0855) and (b0857) and (b0854) and (b0856)) or ((b1443) and (b1442) and (b1440) and (b1441)) or ((b1123) and (b1125) and (b1124) and (b1126)))	  0.00	1000.00	  0.00
PTRCt2r	h[e] + ptrc[e]  <=> h[c] + ptrc[c] 	(b0692)	-1000.00	1000.00	  0.00
PUNP1	adn[c] + pi[c]  <=> ade[c] + r1p[c] 	((b2407) or (b4384))	-1000.00	1000.00	  0.00
PUNP2	dad_DASH_2[c] + pi[c]  <=> 2dr1p[c] + ade[c] 	((b2407) or (b4384))	-1000.00	1000.00	  0.00
PUNP3	gsn[c] + pi[c]  <=> gua[c] + r1p[c] 	((b2407) or (b4384))	-1000.00	1000.00	  0.00
PUNP4	dgsn[c] + pi[c]  <=> 2dr1p[c] + gua[c] 	((b2407) or (b4384))	-1000.00	1000.00	  0.00
PUNP5	ins[c] + pi[c]  <=> hxan[c] + r1p[c] 	((b2407) or (b4384))	-1000.00	1000.00	  0.00
PUNP6	din[c] + pi[c]  <=> 2dr1p[c] + hxan[c] 	((b2407) or (b4384))	-1000.00	1000.00	  0.00
PUNP7	pi[c] + xtsn[c]  <=> r1p[c] + xan[c] 	((b2407) or (b4384))	-1000.00	1000.00	  0.00
PYAM5PO	h2o[c] + o2[c] + pyam5p[c]  -> h2o2[c] + nh4[c] + pydx5p[c] 	(b1638)	  0.00	1000.00	  0.00
PYDAMK	atp[c] + pydam[c]  -> adp[c] + h[c] + pyam5p[c] 	(b2418)	  0.00	1000.00	  0.00
PYDXK	atp[c] + pydx[c]  -> adp[c] + h[c] + pydx5p[c] 	((b1636) or (b2418))	  0.00	1000.00	  0.00
PYDXNK	atp[c] + pydxn[c]  -> adp[c] + h[c] + pdx5p[c] 	(b2418)	  0.00	1000.00	  0.00
PYDXPP	h2o[c] + pydx5p[c]  -> pi[c] + pydx[c] 		  0.00	1000.00	  0.00
PYK	adp[c] + h[c] + pep[c]  -> atp[c] + pyr[c] 	((b1854) or (b1676))	  0.00	1000.00	  0.00
PYNP2r	pi[c] + uri[c]  <=> r1p[c] + ura[c] 	(b3831)	-1000.00	1000.00	  0.00
PYRt2r	h[e] + pyr[e]  <=> h[c] + pyr[c] 		-1000.00	1000.00	  0.00
QULNS	dhap[c] + iasp[c]  -> 2 h2o[c] + h[c] + pi[c] + quln[c] 	(b0750)	  0.00	1000.00	  0.00
RBFK	atp[c] + ribflv[c]  -> adp[c] + fmn[c] + h[c] 	(b0025)	  0.00	1000.00	  0.00
RBFSa	4r5au[c] + db4p[c]  -> dmlz[c] + 2 h2o[c] + pi[c] 	(b1662)	  0.00	1000.00	  0.00
RBFSb	2 dmlz[c]  -> 4r5au[c] + ribflv[c] 	(b0415)	  0.00	1000.00	  0.00
RBK	atp[c] + rib_DASH_D[c]  -> adp[c] + h[c] + r5p[c] 	(b3752)	  0.00	1000.00	  0.00
RBK_L1	atp[c] + rbl_DASH_L[c]  -> adp[c] + h[c] + ru5p_DASH_L[c] 	(b0063)	  0.00	1000.00	  0.00
RBP4E	ru5p_DASH_L[c]  <=> xu5p_DASH_D[c] 	((b0061) or (b3583) or (b4198))	-1000.00	1000.00	  0.00
RHCCE	rhcys[c]  -> dhptd[c] + hcys_DASH_L[c] 	(b2687)	  0.00	1000.00	  0.00
RIBabc	atp[c] + h2o[c] + rib_DASH_D[e]  -> adp[c] + h[c] + pi[c] + rib_DASH_D[c] 	(((b4229) and (b4231) and (b4230) and (b4227) and (b4228)) or ((b3750) and (b3749) and (b3751) and (b3748)))	  0.00	1000.00	  0.00
RMI	rmn[c]  <=> rml[c] 	(b3903)	-1000.00	1000.00	  0.00
RMK	atp[c] + rml[c]  -> adp[c] + h[c] + rml1p[c] 	(b3904)	  0.00	1000.00	  0.00
RMNt	h[e] + rmn[e]  -> h[c] + rmn[c] 	(b3907)	  0.00	1000.00	  0.00
RMPA	rml1p[c]  <=> dhap[c] + lald_DASH_L[c] 	(b3902)	-1000.00	1000.00	  0.00
RNDR1	adp[c] + trdrd[c]  -> dadp[c] + h2o[c] + trdox[c] 	((b2234) and (b2235))	  0.00	1000.00	  0.00
RNDR2	gdp[c] + trdrd[c]  -> dgdp[c] + h2o[c] + trdox[c] 	((b2234) and (b2235))	  0.00	1000.00	  0.00
RNDR3	cdp[c] + trdrd[c]  -> dcdp[c] + h2o[c] + trdox[c] 	(((b2234) and (b2235)) or ((b2675) and (b2676)))	  0.00	1000.00	  0.00
RNDR4	trdrd[c] + udp[c]  -> dudp[c] + h2o[c] + trdox[c] 	((b2234) and (b2235))	  0.00	1000.00	  0.00
RNTR1	atp[c] + trdrd[c]  -> datp[c] + h2o[c] + trdox[c] 	(b4238)	  0.00	1000.00	  0.00
RNTR2	gtp[c] + trdrd[c]  -> dgtp[c] + h2o[c] + trdox[c] 	(b4238)	  0.00	1000.00	  0.00
RNTR3	ctp[c] + trdrd[c]  -> dctp[c] + h2o[c] + trdox[c] 	(b4238)	  0.00	1000.00	  0.00
RNTR4	trdrd[c] + utp[c]  -> dutp[c] + h2o[c] + trdox[c] 	(b4238)	  0.00	1000.00	  0.00
RPE	ru5p_DASH_D[c]  <=> xu5p_DASH_D[c] 	((b3386) or (b4301))	-1000.00	1000.00	  0.00
RPI	r5p[c]  <=> ru5p_DASH_D[c] 	((b2914) or (b4090))	-1000.00	1000.00	  0.00
RZ5PP	5prdmbz[c] + h2o[c]  -> pi[c] + rdmbzi[c] 	(b0638)	  0.00	1000.00	  0.00
S7PI	s7p[c]  -> gmhep7p[c] 	(b0222)	  0.00	1000.00	  0.00
SADH	2 h2o[c] + 2 h[c] + sucarg[c]  -> co2[c] + 2 nh4[c] + sucorn[c] 	(b1748)	  0.00	1000.00	  0.00
SADT2	atp[c] + gtp[c] + h2o[c] + so4[c]  -> aps[c] + gdp[c] + pi[c] + ppi[c] 	((b2751) and (b2752))	  0.00	1000.00	  0.00
SBTPD	nad[c] + sbt6p[c]  <=> f6p[c] + h[c] + nadh[c] 	(b2705)	-1000.00	1000.00	  0.00
SBTpts	pep[c] + sbt_DASH_D[e]  -> pyr[c] + sbt6p[c] 	((b2703) and (b2415) and (b2702) and (b2416) and (b2704))	  0.00	1000.00	  0.00
SDPDS	h2o[c] + sl26da[c]  -> 26dap_DASH_LL[c] + succ[c] 	(b2472)	  0.00	1000.00	  0.00
SDPTA	akg[c] + sl26da[c]  <=> glu_DASH_L[c] + sl2a6o[c] 		-1000.00	1000.00	  0.00
SELNPS	atp[c] + h2o[c] + seln[c]  -> amp[c] + pi[c] + selnp[c] 	(b1764)	  0.00	1000.00	  0.00
SERASr	atp[c] + h[c] + ser_DASH_L[c]  <=> ppi[c] + seramp[c] 	(b0586)	-1000.00	1000.00	  0.00
SERAT	accoa[c] + ser_DASH_L[c]  <=> acser[c] + coa[c] 	(b3607)	-1000.00	1000.00	  0.00
SERD_D	ser_DASH_D[c]  -> nh4[c] + pyr[c] 	(b2366)	  0.00	1000.00	  0.00
SERD_L	ser_DASH_L[c]  -> nh4[c] + pyr[c] 	((b3708) or (b1814) or ((b3112) and (b3111)) or (b2797))	  0.00	1000.00	  0.00
SERt2r	h[e] + ser_DASH_L[e]  <=> h[c] + ser_DASH_L[c] 	((b3116) or (b2796))	-1000.00	1000.00	  0.00
SERt4	na1[e] + ser_DASH_L[e]  -> na1[c] + ser_DASH_L[c] 	(b3089)	  0.00	1000.00	  0.00
SGDS	h2o[c] + sucglu[c]  -> glu_DASH_L[c] + succ[c] 	(b1744)	  0.00	1000.00	  0.00
SGSAD	h2o[c] + nad[c] + sucgsa[c]  -> 2 h[c] + nadh[c] + sucglu[c] 	(b1746)	  0.00	1000.00	  0.00
SHCHCS2	ichor[c] + ssaltpp[c]  -> 2shchc[c] + pyr[c] + thmpp[c] 	(b2264)	  0.00	1000.00	  0.00
SHCHD2	dscl[c] + nad[c]  -> h[c] + nadh[c] + scl[c] 	(b3368)	  0.00	1000.00	  0.00
SHCHF	fe2[c] + scl[c]  -> 3 h[c] + sheme[c] 	(b3368)	  0.00	1000.00	  0.00
SHK3Dr	3dhsk[c] + h[c] + nadph[c]  <=> nadp[c] + skm[c] 	((b3281) or (b1692))	-1000.00	1000.00	  0.00
SHKK	atp[c] + skm[c]  -> adp[c] + h[c] + skm5p[c] 	((b3390) or (b0388))	  0.00	1000.00	  0.00
SHSL1	cys_DASH_L[c] + suchms[c]  -> cyst_DASH_L[c] + h[c] + succ[c] 	(b3939)	  0.00	1000.00	  0.00
SOTA	akg[c] + sucorn[c]  -> glu_DASH_L[c] + sucgsa[c] 	(b1745)	  0.00	1000.00	  0.00
SPMDAT1	accoa[c] + spmd[c]  -> N1aspmd[c] + coa[c] + h[c] 	(b1584)	  0.00	1000.00	  0.00
SPMDAT2	accoa[c] + spmd[c]  -> coa[c] + h[c] + n8aspmd[c] 	(b1584)	  0.00	1000.00	  0.00
SPMDabc	atp[c] + h2o[c] + spmd[e]  -> adp[c] + h[c] + pi[c] + spmd[c] 	(((b1443) and (b1442) and (b1440) and (b1441)) or ((b1123) and (b1124) and (b1125) and (b1126)))	  0.00	1000.00	  0.00
SPMS	ametam[c] + ptrc[c]  -> 5mta[c] + h[c] + spmd[c] 	(b0121)	  0.00	1000.00	  0.00
SPODM	2 h[c] + 2 o2s[c]  -> h2o2[c] + o2[c] 	((b3908) or (b1646) or (b1656))	  0.00	1000.00	  0.00
SSALx	h2o[c] + nad[c] + sucsal[c]  -> 2 h[c] + nadh[c] + succ[c] 		  0.00	1000.00	  0.00
SSALy	h2o[c] + nadp[c] + sucsal[c]  -> 2 h[c] + nadph[c] + succ[c] 	(b2661)	  0.00	1000.00	  0.00
SUCBZL	atp[c] + coa[c] + sucbz[c]  -> amp[c] + ppi[c] + sbzcoa[c] 	(b2260)	  0.00	1000.00	  0.00
SUCBZS	2shchc[c]  -> h2o[c] + sucbz[c] 	(b2261)	  0.00	1000.00	  0.00
SUCCabc	atp[c] + h2o[c] + succ[e]  -> adp[c] + h[c] + pi[c] + succ[c] 	(b3579)	  0.00	1000.00	  0.00
SUCCt2_2	2 h[e] + succ[e]  -> 2 h[c] + succ[c] 	(b3528)	  0.00	1000.00	  0.00
SUCCt2_3	3 h[e] + succ[e]  -> 3 h[c] + succ[c] 	((b4123) or (b4138))	  0.00	1000.00	  0.00
SUCCt2b	h[c] + succ[c]  -> h[e] + succ[e] 	(b0621)	  0.00	1000.00	  0.00
SUCD1i	fad[c] + succ[c]  -> fadh2[c] + fum[c] 	((b0722) and (b0721) and (b0723) and (b0724))	  0.00	1000.00	  0.00
SUCD4	fadh2[c] + q8[c]  <=> fad[c] + q8h2[c] 	((b0722) and (b0721) and (b0723) and (b0724))	-1000.00	1000.00	  0.00
SUCFUMt	fum[e] + succ[c]  <=> fum[c] + succ[e] 	((b4138) or (b0621) or (b4123))	-1000.00	1000.00	  0.00
SUCOAS	atp[c] + coa[c] + succ[c]  <=> adp[c] + pi[c] + succoa[c] 	((b0728) and (b0729))	-1000.00	1000.00	  0.00
SUCpts	pep[c] + sucr[e]  -> pyr[c] + suc6p[c] 	((b2415) and (b2417) and (b2429) and (b2416))	  0.00	1000.00	  0.00
SULR	3 h2o[c] + h2s[c] + 3 nadp[c]  <=> 5 h[c] + 3 nadph[c] + so3[c] 	((b2764) and (b2763))	-1000.00	1000.00	  0.00
SULabc	atp[c] + h2o[c] + so4[e]  -> adp[c] + h[c] + pi[c] + so4[c] 	(((b2422) and (b2425) and (b2423) and (b2424)) or ((b2422) and (b2423) and (b2424) and (b2413) and (b3917)))	  0.00	1000.00	  0.00
TAGURr	altrn[c] + nad[c]  <=> h[c] + nadh[c] + tagur[c] 	(b1521)	-1000.00	1000.00	  0.00
TALA	g3p[c] + s7p[c]  <=> e4p[c] + f6p[c] 	((b0008) or (b2464))	-1000.00	1000.00	  0.00
TARTD	tartr_DASH_L[c]  -> h2o[c] + oaa[c] 	((b3062) and (b3061))	  0.00	1000.00	  0.00
TARTRt7	succ[c] + tartr_DASH_L[e]  <=> succ[e] + tartr_DASH_L[c] 	(b3063)	-1000.00	1000.00	  0.00
TAUDO	akg[c] + o2[c] + taur[c]  -> aacald[c] + co2[c] + h[c] + so3[c] + succ[c] 	(b0368)	  0.00	1000.00	  0.00
TAURabc	atp[c] + h2o[c] + taur[e]  -> adp[c] + h[c] + pi[c] + taur[c] 	((b0365) and (b0367) and (b0366))	  0.00	1000.00	  0.00
TDPADGAT	accoa[c] + dtdp4addg[c]  -> coa[c] + dtdp4aaddg[c] + h[c] 	(b3790)	  0.00	1000.00	  0.00
TDPAGTA	dtdp4d6dg[c] + glu_DASH_L[c]  -> akg[c] + dtdp4addg[c] 	(b3791)	  0.00	1000.00	  0.00
TDPDRE	dtdp4d6dg[c]  -> dtdp4d6dm[c] 	(b2038)	  0.00	1000.00	  0.00
TDPDRR	dtdp4d6dm[c] + h[c] + nadph[c]  -> dtdprmn[c] + nadp[c] 	(b2040)	  0.00	1000.00	  0.00
TDPGDH	dtdpglu[c]  -> dtdp4d6dg[c] + h2o[c] 	((b2041) or (b3788))	  0.00	1000.00	  0.00
TDSK	atp[c] + lipidAds[c]  -> adp[c] + h[c] + lipidA[c] 	(b0915)	  0.00	1000.00	  0.00
TGBPA	tagdp_DASH_D[c]  <=> dhap[c] + g3p[c] 	(((b3137) and (b3132)) or ((b2096) and (b2095)))	-1000.00	1000.00	  0.00
THD2	2 h[e] + nadh[c] + nadp[c]  -> 2 h[c] + nad[c] + nadph[c] 	((b1602) and (b1603))	  0.00	1000.00	  0.00
THDPS	h2o[c] + succoa[c] + thdp[c]  -> coa[c] + sl2a6o[c] 	(b0166)	  0.00	1000.00	  0.00
THMDt2	h[e] + thymd[e]  -> h[c] + thymd[c] 	((b2964) or (b2393))	  0.00	1000.00	  0.00
THMDt2r	h[e] + thymd[e]  <=> h[c] + thymd[c] 	(b2406)	-1000.00	1000.00	  0.00
THMabc	atp[c] + h2o[c] + thm[e]  -> adp[c] + h[c] + pi[c] + thm[c] 	((b0066) and (b0067) and (b0068))	  0.00	1000.00	  0.00
THRAr	thr_DASH_L[c]  <=> acald[c] + gly[c] 	((b0870) or (b2551))	-1000.00	1000.00	  0.00
THRD	nad[c] + thr_DASH_L[c]  -> 2aobut[c] + h[c] + nadh[c] 	(b3616)	  0.00	1000.00	  0.00
THRD_L	thr_DASH_L[c]  -> 2obut[c] + nh4[c] 	((b3772) or (b3117) or (b2797) or (b1814))	  0.00	1000.00	  0.00
THRS	h2o[c] + phom[c]  -> pi[c] + thr_DASH_L[c] 	(b0004)	  0.00	1000.00	  0.00
THRabc	atp[c] + h2o[c] + thr_DASH_L[e]  -> adp[c] + h[c] + pi[c] + thr_DASH_L[c] 	((b3455) and (b3457) and (b3460) and (b3454) and (b3456))	  0.00	1000.00	  0.00
THRt2r	h[e] + thr_DASH_L[e]  <=> h[c] + thr_DASH_L[c] 	(b3116)	-1000.00	1000.00	  0.00
THRt4	na1[e] + thr_DASH_L[e]  -> na1[c] + thr_DASH_L[c] 	(b3089)	  0.00	1000.00	  0.00
THZPSN	atp[c] + cys_DASH_L[c] + dxyl5p[c] + tyr_DASH_L[c]  -> 4hba[c] + 4mpetz[c] + ala_DASH_L[c] + amp[c] + co2[c] + h2o[c] + h[c] + ppi[c] 	((b3991) and (b3990) and (b4407) and (b0423) and (b3992) and (b2530))	  0.00	1000.00	  0.00
TKT1	r5p[c] + xu5p_DASH_D[c]  <=> g3p[c] + s7p[c] 	((b2935) or (b2465))	-1000.00	1000.00	  0.00
TKT2	e4p[c] + xu5p_DASH_D[c]  <=> f6p[c] + g3p[c] 	((b2465) or (b2935))	-1000.00	1000.00	  0.00
TMAOR1	h[c] + mql8[c] + tmao[c]  -> h2o[c] + mqn8[c] + tma[c] 	((b0894) and (b0896) and (b0895))	  0.00	1000.00	  0.00
TMAOR1e	h[e] + mql8[c] + tmao[e]  -> h2o[e] + mqn8[c] + tma[e] 	(((b0996) and (b0997)) or ((b1873) and (b1872)))	  0.00	1000.00	  0.00
TMAOR2	2dmmql8[c] + h[c] + tmao[c]  -> 2dmmq8[c] + h2o[c] + tma[c] 	((b0894) and (b0896) and (b0895))	  0.00	1000.00	  0.00
TMAOR2e	2dmmql8[c] + h[e] + tmao[e]  -> 2dmmq8[c] + h2o[e] + tma[e] 	(((b0996) and (b0997)) or ((b1873) and (b1872)))	  0.00	1000.00	  0.00
TMDK1	atp[c] + thymd[c]  -> adp[c] + dtmp[c] + h[c] 	(b1238)	  0.00	1000.00	  0.00
TMDPP	pi[c] + thymd[c]  <=> 2dr1p[c] + thym[c] 	(b4382)	-1000.00	1000.00	  0.00
TMDS	dump[c] + mlthf[c]  -> dhf[c] + dtmp[c] 	(b2827)	  0.00	1000.00	  0.00
TMKr	atp[c] + thm[c]  <=> adp[c] + h[c] + thmmp[c] 		-1000.00	1000.00	  0.00
TMPKr	atp[c] + thmmp[c]  <=> adp[c] + thmpp[c] 	(b0417)	-1000.00	1000.00	  0.00
TMPPP	2mahmp[c] + 4mpetz[c] + h[c]  -> ppi[c] + thmmp[c] 	(b3993)	  0.00	1000.00	  0.00
TPI	dhap[c]  <=> g3p[c] 	(b3919)	-1000.00	1000.00	  0.00
TRDR	h[c] + nadph[c] + trdox[c]  -> nadp[c] + trdrd[c] 	(b0888)	  0.00	1000.00	  0.00
TRE6PH	h2o[c] + tre6p[c]  -> g6p[c] + glc_DASH_D[c] 	(b4239)	  0.00	1000.00	  0.00
TRE6PP	h2o[c] + tre6p[c]  -> pi[c] + tre[c] 	(b1897)	  0.00	1000.00	  0.00
TRE6PS	g6p[c] + udpg[c]  -> h[c] + tre6p[c] + udp[c] 	(b1896)	  0.00	1000.00	  0.00
TREH	h2o[c] + tre[c]  -> 2 glc_DASH_D[c] 	(b3519)	  0.00	1000.00	  0.00
TREHe	h2o[e] + tre[e]  -> 2 glc_DASH_D[e] 	(b1197)	  0.00	1000.00	  0.00
TREpts	pep[c] + tre[e]  -> pyr[c] + tre6p[c] 	((b2415) and (b2417) and (b2416) and (b4240))	  0.00	1000.00	  0.00
TRPAS2	h2o[c] + trp_DASH_L[c]  <=> indole[c] + nh4[c] + pyr[c] 	(b3708)	-1000.00	1000.00	  0.00
TRPS1	3ig3p[c] + ser_DASH_L[c]  -> g3p[c] + h2o[c] + trp_DASH_L[c] 	((b1260) and (b1261))	  0.00	1000.00	  0.00
TRPS2	indole[c] + ser_DASH_L[c]  -> h2o[c] + trp_DASH_L[c] 	((b1260) and (b1261))	  0.00	1000.00	  0.00
TRPS3	3ig3p[c]  -> g3p[c] + indole[c] 	((b1260) and (b1261))	  0.00	1000.00	  0.00
TRPt2r	h[e] + trp_DASH_L[e]  <=> h[c] + trp_DASH_L[c] 	((b0112) or (b3709) or (b3161))	-1000.00	1000.00	  0.00
TRSAR	2h3oppan[c] + h[c] + nadh[c]  -> glyc_DASH_R[c] + nad[c] 	((b3125) or (b0509))	  0.00	1000.00	  0.00
TSULabc	atp[c] + h2o[c] + tsul[e]  -> adp[c] + h[c] + pi[c] + tsul[c] 	(((b2422) and (b2423) and (b3917) and (b2424)) or ((b2422) and (b2425) and (b2423) and (b2424)))	  0.00	1000.00	  0.00
TTDCAt2	h[e] + ttdca[e]  -> h[c] + ttdca[c] 	(b2344)	  0.00	1000.00	  0.00
TYRTA	akg[c] + tyr_DASH_L[c]  <=> 34hpp[c] + glu_DASH_L[c] 	((b4054) or (b0928))	-1000.00	1000.00	  0.00
TYRt2r	h[e] + tyr_DASH_L[e]  <=> h[c] + tyr_DASH_L[c] 	((b0576) or (b0112) or (b1907))	-1000.00	1000.00	  0.00
U23GAAT	3hmrsACP[c] + u3hga[c]  -> ACP[c] + h[c] + u23ga[c] 	(b0179)	  0.00	1000.00	  0.00
UAAGDS	26dap_DASH_M[c] + atp[c] + uamag[c]  -> adp[c] + h[c] + pi[c] + ugmd[c] 	(b0085)	  0.00	1000.00	  0.00
