Rxn name	Formula	Gene-reaction association	LB	UB	Objective
FAO1	atp[c] + 7 coa[c] + 6 fad[c] + 6 h2o[c] + 6 nad[c] + ttdca[c]  -> 7 accoa[c] + amp[c] + 6 fadh2[c] + 6 h[c] + 6 nadh[c] + ppi[c] 	((b1805) and (b3845) and (b0221) and (b3846))	  0.00	1000.00	  0.00
FAO2	atp[c] + 8 coa[c] + 7 fad[c] + 7 h2o[c] + hdca[c] + 7 nad[c]  -> 8 accoa[c] + amp[c] + 7 fadh2[c] + 7 h[c] + 7 nadh[c] + ppi[c] 	((b1805) and (b3845) and (b0221) and (b3846))	  0.00	1000.00	  0.00
FAO3	atp[c] + 9 coa[c] + 8 fad[c] + 8 h2o[c] + 8 nad[c] + ocdca[c]  -> 9 accoa[c] + amp[c] + 8 fadh2[c] + 8 h[c] + 8 nadh[c] + ppi[c] 	((b1805) and (b3845) and (b0221) and (b3846))	  0.00	1000.00	  0.00
FAO4	btcoa[c] + fad[c] + h2o[c] + nad[c]  -> aacoa[c] + fadh2[c] + h[c] + nadh[c] 	((b0221) and (b3846))	  0.00	1000.00	  0.00
FBA	fdp[c]  <=> dhap[c] + g3p[c] 	((b1773) or (b2097) or (b2925))	-1000.00	1000.00	  0.00
FBP	fdp[c] + h2o[c]  -> f6p[c] + pi[c] 	(b4232)	  0.00	1000.00	  0.00
FCI	fuc_DASH_L[c]  <=> fcl_DASH_L[c] 	(b2802)	-1000.00	1000.00	  0.00
FCLK	atp[c] + fcl_DASH_L[c]  -> adp[c] + fc1p[c] + h[c] 	(b2803)	  0.00	1000.00	  0.00
FCLPA	fc1p[c]  <=> dhap[c] + lald_DASH_L[c] 	((b2800) or (b2738))	-1000.00	1000.00	  0.00
FCLT	fe2[c] + ppp9[c]  -> 2 h[c] + pheme[c] 	(b0475)	  0.00	1000.00	  0.00
FDH2	for[c] + 3 h[c] + q8[c]  -> co2[c] + 2 h[e] + q8h2[c] 	(((b1476) and (b1474) and (b1475)) or (b4079) or ((b3892) and (b3894) and (b3893)))	  0.00	1000.00	  0.00
FDH3	for[c] + 3 h[c] + mqn8[c]  -> co2[c] + 2 h[e] + mql8[c] 	(((b3892) and (b3894) and (b3893)) or ((b1476) and (b1474) and (b1475)))	  0.00	1000.00	  0.00
FE2abc	atp[c] + fe2[e] + h2o[c]  -> adp[c] + fe2[c] + h[c] + pi[c] 	(b3409)	  0.00	1000.00	  0.00
FFSD	h2o[c] + suc6p[c]  -> fru[c] + g6p[c] 		  0.00	1000.00	  0.00
FHL	for[c] + h[c]  -> co2[c] + h2[c] 	((b4079) and (b2721) and (b2723) and (b2724) and (b2722) and (b2720) and (b2719))	  0.00	1000.00	  0.00
FMNAT	atp[c] + fmn[c] + h[c]  -> fad[c] + ppi[c] 	(b0025)	  0.00	1000.00	  0.00
FORt	for[e]  <=> for[c] 	((b2492) or (b0904))	-1000.00	1000.00	  0.00
FRD2	fum[c] + mql8[c]  -> mqn8[c] + succ[c] 	((b4151) and (b4154) and (b4153) and (b4152))	  0.00	1000.00	  0.00
FRD3	2dmmql8[c] + fum[c]  -> 2dmmq8[c] + succ[c] 	((b4151) and (b4154) and (b4153) and (b4152))	  0.00	1000.00	  0.00
FRUK	atp[c] + f1p[c]  -> adp[c] + fdp[c] + h[c] 	(b2168)	  0.00	1000.00	  0.00
FRUpts	fru[e] + pep[c]  -> f1p[c] + pyr[c] 	((b2415) and (b2416) and (b2167) and (b2169))	  0.00	1000.00	  0.00
FRUpts2	fru[e] + pep[c]  -> f6p[c] + pyr[c] 	((b2415) and (b2416) and (b1818) and (b1819) and (b1817))	  0.00	1000.00	  0.00
FTHFD	10fthf[c] + h2o[c]  -> for[c] + h[c] + thf[c] 	(b1232)	  0.00	1000.00	  0.00
FUCPt6_2	fuc1p_DASH_L[e] + 2 pi[c]  -> fuc1p_DASH_L[c] + 2 pi[e] 	(b3666)	  0.00	1000.00	  0.00
FUCt	fuc_DASH_L[e] + h[e]  <=> fuc_DASH_L[c] + h[c] 	(b2801)	-1000.00	1000.00	  0.00
FUM	fum[c] + h2o[c]  <=> mal_DASH_L[c] 	((b1612) or (b1611) or (b4122))	-1000.00	1000.00	  0.00
FUMt2_2	fum[e] + 2 h[e]  -> fum[c] + 2 h[c] 	(b3528)	  0.00	1000.00	  0.00
FUMt2_3	fum[e] + 3 h[e]  -> fum[c] + 3 h[c] 	((b4123) or (b0621) or (b4138))	  0.00	1000.00	  0.00
G1PACT	accoa[c] + gam1p[c]  -> acgam1p[c] + coa[c] + h[c] 	(b3730)	  0.00	1000.00	  0.00
G1PP	g1p[c] + h2o[c]  -> glc_DASH_D[c] + pi[c] 	(b1002)	  0.00	1000.00	  0.00
G1PTT	dttp[c] + g1p[c] + h[c]  -> dtdpglu[c] + ppi[c] 	((b3789) or (b2039))	  0.00	1000.00	  0.00
G1SATi	glu1sa[c]  -> 5aop[c] 	(b0154)	  0.00	1000.00	  0.00
G3PD2	glyc3p[c] + nadp[c]  <=> dhap[c] + h[c] + nadph[c] 	(b3608)	-1000.00	1000.00	  0.00
G3PD5	glyc3p[c] + q8[c]  -> dhap[c] + q8h2[c] 	(((b2242) and (b2241) and (b2243)) or (b3426))	  0.00	1000.00	  0.00
G3PD6	glyc3p[c] + mqn8[c]  -> dhap[c] + mql8[c] 	((b2242) and (b2241) and (b2243))	  0.00	1000.00	  0.00
G3PD7	2dmmq8[c] + glyc3p[c]  -> 2dmmql8[c] + dhap[c] 	((b2242) and (b2241) and (b2243))	  0.00	1000.00	  0.00
G5SADs	glu5sa[c]  -> 1pyr5c[c] + h2o[c] + h[c] 		  0.00	1000.00	  0.00
G5SD	glu5p[c] + h[c] + nadph[c]  -> glu5sa[c] + nadp[c] + pi[c] 	(b0243)	  0.00	1000.00	  0.00
G6PDA	gam6p[c] + h2o[c]  -> f6p[c] + nh4[c] 	(b0678)	  0.00	1000.00	  0.00
G6PDH2r	g6p[c] + nadp[c]  <=> 6pgl[c] + h[c] + nadph[c] 	(b1852)	-1000.00	1000.00	  0.00
G6Pt6_2	g6p[e] + 2 pi[c]  -> g6p[c] + 2 pi[e] 	(b3666)	  0.00	1000.00	  0.00
GALCTD	galct_DASH_D[c]  -> 5dh4dglc[c] + h2o[c] 	(b3128)	  0.00	1000.00	  0.00
GALCTND	galctn_DASH_D[c]  -> 2dh3dgal[c] + h2o[c] 	(b3692)	  0.00	1000.00	  0.00
GALCTNt2r	galctn_DASH_D[e] + h[e]  <=> galctn_DASH_D[c] + h[c] 	(b3691)	-1000.00	1000.00	  0.00
GALCTt2r	galct_DASH_D[e] + h[e]  <=> galct_DASH_D[c] + h[c] 	(b3127)	-1000.00	1000.00	  0.00
GALKr	atp[c] + gal[c]  <=> adp[c] + gal1p[c] + h[c] 	((b0757) or (b2045))	-1000.00	1000.00	  0.00
GALS3	h2o[c] + melib[c]  -> gal[c] + glc_DASH_D[c] 	(b4119)	  0.00	1000.00	  0.00
GALTpts	galt[e] + pep[c]  -> galt1p[c] + pyr[c] 	((b2415) and (b2092) and (b2094) and (b2416) and (b2093))	  0.00	1000.00	  0.00
GALU	g1p[c] + h[c] + utp[c]  <=> ppi[c] + udpg[c] 	(b1236)	-1000.00	1000.00	  0.00
GALURt2r	galur[e] + h[e]  <=> galur[c] + h[c] 	(b3093)	-1000.00	1000.00	  0.00
GALUi	g1p[c] + h[c] + utp[c]  -> ppi[c] + udpg[c] 	((b1236) or (b2042))	  0.00	1000.00	  0.00
GALabc	atp[c] + gal[e] + h2o[c]  -> adp[c] + gal[c] + h[c] + pi[c] 	((b2148) and (b2150) and (b2149))	  0.00	1000.00	  0.00
GALt2	gal[e] + h[e]  -> gal[c] + h[c] 	(b2943)	  0.00	1000.00	  0.00
GAMpts	gam[e] + pep[c]  -> gam6p[c] + pyr[c] 	((b2415) and (b2416) and (b1818) and (b1817) and (b1819))	  0.00	1000.00	  0.00
GAPD	g3p[c] + nad[c] + pi[c]  <=> 13dpg[c] + h[c] + nadh[c] 	(((b1417) and (b1416)) or (b1779))	-1000.00	1000.00	  0.00
GARFT	10fthf[c] + gar[c]  <=> fgam[c] + h[c] + thf[c] 	(b2500)	-1000.00	1000.00	  0.00
GART	atp[c] + for[c] + gar[c]  -> adp[c] + fgam[c] + h[c] + pi[c] 	(b1849)	  0.00	1000.00	  0.00
GCALDD	gcald[c] + h2o[c] + nad[c]  -> glyclt[c] + 2 h[c] + nadh[c] 	(b1415)	  0.00	1000.00	  0.00
GDMANE	gdpddman[c]  -> gdpofuc[c] 	(b2052)	  0.00	1000.00	  0.00
GF6PTA	f6p[c] + gln_DASH_L[c]  -> gam6p[c] + glu_DASH_L[c] 	(b3729)	  0.00	1000.00	  0.00
GHMT2	ser_DASH_L[c] + thf[c]  -> gly[c] + h2o[c] + mlthf[c] 	(b2551)	  0.00	1000.00	  0.00
GK1	atp[c] + gmp[c]  <=> adp[c] + gdp[c] 	(b3648)	-1000.00	1000.00	  0.00
GLCDe	glc_DASH_D[e] + h2o[e] + q8[c]  -> glcn[e] + h[e] + q8h2[c] 	(b0124)	  0.00	1000.00	  0.00
GLCNt2r	glcn[e] + h[e]  <=> glcn[c] + h[c] 	((b4265) or (b3415) or (b4321))	-1000.00	1000.00	  0.00
GLCP	glycogen[c] + pi[c]  -> g1p[c] 	((b3428) or (b3417))	  0.00	1000.00	  0.00
GLCRAL	5dh4dglc[c]  -> 2h3oppan[c] + pyr[c] 	(b3126)	  0.00	1000.00	  0.00
GLCRD	glcr[c]  -> 5dh4dglc[c] + h2o[c] 	((b2787) or (b2788))	  0.00	1000.00	  0.00
GLCRt2r	glcr[e] + h[e]  <=> glcr[c] + h[c] 	((b3127) or (b2789))	-1000.00	1000.00	  0.00
GLCS1	adpglc[c]  -> adp[c] + glycogen[c] + h[c] 	(b3429)	  0.00	1000.00	  0.00
GLCURt2r	glcur[e] + h[e]  <=> glcur[c] + h[c] 	((b3909) or (b3093))	-1000.00	1000.00	  0.00
GLCpts	glc_DASH_D[e] + pep[c]  -> g6p[c] + pyr[c] 	(((b2415) and (b2417) and (b2416) and (b1101)) or ((b2415) and (b2416) and (b1818) and (b1817) and (b1819)) or ((b1621) and (b2415) and (b2417) and (b2416)))	  0.00	1000.00	  0.00
GLCt2	glc_DASH_D[e] + h[e]  -> glc_DASH_D[c] + h[c] 	(b2943)	  0.00	1000.00	  0.00
GLGC	atp[c] + g1p[c] + h[c]  -> adpglc[c] + ppi[c] 	(b3430)	  0.00	1000.00	  0.00
GLNS	atp[c] + glu_DASH_L[c] + nh4[c]  -> adp[c] + gln_DASH_L[c] + h[c] + pi[c] 	((b3870) or (b1297))	  0.00	1000.00	  0.00
GLNabc	atp[c] + gln_DASH_L[e] + h2o[c]  -> adp[c] + gln_DASH_L[c] + h[c] + pi[c] 	((b0810) and (b0811) and (b0809))	  0.00	1000.00	  0.00
GLTPD	galt1p[c] + nad[c]  <=> h[c] + nadh[c] + tag6p_DASH_D[c] 	(b2091)	-1000.00	1000.00	  0.00
GLU5K	atp[c] + glu_DASH_L[c]  -> adp[c] + glu5p[c] 	(b0242)	  0.00	1000.00	  0.00
GLUABUTt7	4abut[c] + glu_DASH_L[e]  <=> 4abut[e] + glu_DASH_L[c] 	(b1492)	-1000.00	1000.00	  0.00
GLUCYS	atp[c] + cys_DASH_L[c] + glu_DASH_L[c]  -> adp[c] + glucys[c] + h[c] + pi[c] 	(b2688)	  0.00	1000.00	  0.00
GLUDC	glu_DASH_L[c] + h[c]  -> 4abut[c] + co2[c] 	((b3517) or (b1493))	  0.00	1000.00	  0.00
GLUDy	glu_DASH_L[c] + h2o[c] + nadp[c]  <=> akg[c] + h[c] + nadph[c] + nh4[c] 	(b1761)	-1000.00	1000.00	  0.00
GLUN	gln_DASH_L[c] + h2o[c]  -> glu_DASH_L[c] + nh4[c] 	((b2957) or (b0485) or (b1812) or (b1524))	  0.00	1000.00	  0.00
GLUPRT	gln_DASH_L[c] + h2o[c] + prpp[c]  -> glu_DASH_L[c] + ppi[c] + pram[c] 	(b2312)	  0.00	1000.00	  0.00
GLUR	glu_DASH_D[c]  <=> glu_DASH_L[c] 	(b3967)	-1000.00	1000.00	  0.00
GLUSy	akg[c] + gln_DASH_L[c] + h[c] + nadph[c]  -> 2 glu_DASH_L[c] + nadp[c] 	((b3212) and (b3213))	  0.00	1000.00	  0.00
GLUTRR	glutrna[c] + h[c] + nadph[c]  -> glu1sa[c] + nadp[c] + trnaglu[c] 	(b1210)	  0.00	1000.00	  0.00
GLUTRS	atp[c] + glu_DASH_L[c] + trnaglu[c]  -> amp[c] + glutrna[c] + ppi[c] 	(b2400)	  0.00	1000.00	  0.00
GLUabc	atp[c] + glu_DASH_L[e] + h2o[c]  -> adp[c] + glu_DASH_L[c] + h[c] + pi[c] 	((b0653) and (b0654) and (b0655) and (b0652))	  0.00	1000.00	  0.00
GLUt2r	glu_DASH_L[e] + h[e]  <=> glu_DASH_L[c] + h[c] 	(b4077)	-1000.00	1000.00	  0.00
GLUt4	glu_DASH_L[e] + na1[e]  -> glu_DASH_L[c] + na1[c] 	(b3653)	  0.00	1000.00	  0.00
GLXCL	2 glx[c] + h[c]  -> 2h3oppan[c] + co2[c] 	(b0507)	  0.00	1000.00	  0.00
GLYALDt	glyald[e]  <=> glyald[c] 	(b3927)	-1000.00	1000.00	  0.00
GLYATi	2aobut[c] + coa[c]  -> accoa[c] + gly[c] 	(b3617)	  0.00	1000.00	  0.00
GLYBabc	atp[c] + glyb[e] + h2o[c]  -> adp[c] + glyb[c] + h[c] + pi[c] 	((b2130) and (b2128) and (b2131) and (b2129))	  0.00	1000.00	  0.00
GLYBt2r	glyb[e] + h[e]  <=> glyb[c] + h[c] 	(b1801)	-1000.00	1000.00	  0.00
GLYC3Pabc	atp[c] + glyc3p[e] + h2o[c]  -> adp[c] + glyc3p[c] + h[c] + pi[c] 	((b3451) and (b3453) and (b3452) and (b3450))	  0.00	1000.00	  0.00
GLYC3Pt6	glyc3p[e] + pi[c]  -> glyc3p[c] + pi[e] 	(b2240)	  0.00	1000.00	  0.00
GLYCDx	glyc[c] + nad[c]  -> dha[c] + h[c] + nadh[c] 	(b3945)	  0.00	1000.00	  0.00
GLYCK	atp[c] + glyc_DASH_R[c]  -> 3pg[c] + adp[c] + h[c] 	((b0514) or (b3124))	  0.00	1000.00	  0.00
GLYCL	gly[c] + nad[c] + thf[c]  -> co2[c] + mlthf[c] + nadh[c] + nh4[c] 	((b0116) and (b2903) and (b2905) and (b2904))	  0.00	1000.00	  0.00
GLYCLTDx	glx[c] + h[c] + nadh[c]  -> glyclt[c] + nad[c] 	((b3553) or (b1033))	  0.00	1000.00	  0.00
GLYCLTDy	glx[c] + h[c] + nadph[c]  -> glyclt[c] + nadp[c] 	((b3553) or (b1033))	  0.00	1000.00	  0.00
GLYCLTt2r	glyclt[e] + h[e]  <=> glyclt[c] + h[c] 	((b2975) or (b3603))	-1000.00	1000.00	  0.00
GLYCTO2	glyclt[c] + q8[c]  -> glx[c] + q8h2[c] 	((b2979) and (b2978))	  0.00	1000.00	  0.00
GLYCTO3	glyclt[c] + mqn8[c]  -> glx[c] + mql8[c] 	((b2979) and (b2978))	  0.00	1000.00	  0.00
GLYCTO4	2dmmq8[c] + glyclt[c]  -> 2dmmql8[c] + glx[c] 	((b2979) and (b2978))	  0.00	1000.00	  0.00
GLYCt	glyc[c]  <=> glyc[e] 	(b3927)	-1000.00	1000.00	  0.00
GLYK	atp[c] + glyc[c]  -> adp[c] + glyc3p[c] + h[c] 	(b3926)	  0.00	1000.00	  0.00
GLYOX	h2o[c] + lgt_DASH_S[c]  -> gthrd[c] + h[c] + lac_DASH_D[c] 	(b0212)	  0.00	1000.00	  0.00
GLYt2r	gly[e] + h[e]  <=> gly[c] + h[c] 	((b1801) or (b4208) or (b0007))	-1000.00	1000.00	  0.00
GMAND	gdpmann[c]  -> gdpddman[c] + h2o[c] 	(b2053)	  0.00	1000.00	  0.00
GMHEPAT	atp[c] + gmhep1p[c] + h[c]  -> adphep_DASH_DD[c] + ppi[c] 	(b3052)	  0.00	1000.00	  0.00
GMHEPK	atp[c] + gmhep7p[c]  -> adp[c] + gmhep17bp[c] + h[c] 	(b3052)	  0.00	1000.00	  0.00
GMHEPPA	gmhep17bp[c] + h2o[c]  -> gmhep1p[c] + pi[c] 	(b0200)	  0.00	1000.00	  0.00
GMPR	gmp[c] + 2 h[c] + nadph[c]  -> imp[c] + nadp[c] + nh4[c] 	(b0104)	  0.00	1000.00	  0.00
GMPS2	atp[c] + gln_DASH_L[c] + h2o[c] + xmp[c]  -> amp[c] + glu_DASH_L[c] + gmp[c] + 2 h[c] + ppi[c] 	(b2507)	  0.00	1000.00	  0.00
GND	6pgc[c] + nadp[c]  -> co2[c] + nadph[c] + ru5p_DASH_D[c] 	(b2029)	  0.00	1000.00	  0.00
GNK	atp[c] + glcn[c]  -> 6pgc[c] + adp[c] + h[c] 	((b4268) or (b3437))	  0.00	1000.00	  0.00
GOFUCR	gdpofuc[c] + h[c] + nadph[c]  -> gdpfuc[c] + nadp[c] 	(b2052)	  0.00	1000.00	  0.00
GP4GH	gp4g[c] + h2o[c]  -> 2 gdp[c] + 2 h[c] 	(b0049)	  0.00	1000.00	  0.00
GPDDA1	g3pc[c] + h2o[c]  -> chol[c] + glyc3p[c] + h[c] 	(b2239)	  0.00	1000.00	  0.00
GPDDA2	g3pe[c] + h2o[c]  -> etha[c] + glyc3p[c] + h[c] 	(b2239)	  0.00	1000.00	  0.00
GPDDA3	g3ps[c] + h2o[c]  -> glyc3p[c] + h[c] + ser_DASH_L[c] 	(b2239)	  0.00	1000.00	  0.00
GPDDA4	g3pg[c] + h2o[c]  -> glyc3p[c] + glyc[c] + h[c] 	(b2239)	  0.00	1000.00	  0.00
GPDDA5	g3pi[c] + h2o[c]  -> glyc3p[c] + h[c] + inost[c] 	(b2239)	  0.00	1000.00	  0.00
GRTT	grdp[c] + ipdp[c]  -> frdp[c] + ppi[c] 	(b0421)	  0.00	1000.00	  0.00
GSNK	atp[c] + gsn[c]  -> adp[c] + gmp[c] + h[c] 	(b0477)	  0.00	1000.00	  0.00
GSNt2	gsn[e] + h[e]  -> gsn[c] + h[c] 	(b2964)	  0.00	1000.00	  0.00
GSPMDA	gtspmd[c] + h2o[c]  -> gthrd[c] + spmd[c] 	(b2988)	  0.00	1000.00	  0.00
GSPMDS	atp[c] + gthrd[c] + spmd[c]  -> adp[c] + gtspmd[c] + h[c] + pi[c] 	(b2988)	  0.00	1000.00	  0.00
GTHOr	gthox[c] + h[c] + nadph[c]  <=> 2 gthrd[c] + nadp[c] 	(b3500)	-1000.00	1000.00	  0.00
GTHS	atp[c] + glucys[c] + gly[c]  -> adp[c] + gthrd[c] + h[c] + pi[c] 	(b2947)	  0.00	1000.00	  0.00
GTPCI	gtp[c] + h2o[c]  -> ahdt[c] + for[c] 	(b2153)	  0.00	1000.00	  0.00
GTPCII2	gtp[c] + 3 h2o[c]  -> 25drapp[c] + for[c] + 2 h[c] + ppi[c] 	(b1277)	  0.00	1000.00	  0.00
GUAD	gua[c] + h2o[c] + h[c]  -> nh4[c] + xan[c] 	(b2883)	  0.00	1000.00	  0.00
GUAPRT	gua[c] + prpp[c]  -> gmp[c] + ppi[c] 	((b0238) or (b0125))	  0.00	1000.00	  0.00
GUAt	gua[e]  <=> gua[c] 		-1000.00	1000.00	  0.00
GUAt2	gua[e] + h[e]  -> gua[c] + h[c] 	(b3654)	  0.00	1000.00	  0.00
GUI1	glcur[c]  <=> fruur[c] 	(b3092)	-1000.00	1000.00	  0.00
GUI2	galur[c]  <=> tagur[c] 	(b3092)	-1000.00	1000.00	  0.00
H2Ot	h2o[e]  <=> h2o[c] 		-1000.00	1000.00	  0.00
HBZOPT	4hbz[c] + octdp[c]  -> 3ophb[c] + ppi[c] 	(b4040)	  0.00	1000.00	  0.00
HCINNMt2r	3hcinnm[e] + h[e]  <=> 3hcinnm[c] + h[c] 	(b0353)	-1000.00	1000.00	  0.00
HCO3E	co2[c] + h2o[c]  <=> h[c] + hco3[c] 	((b0339) or (b0126))	-1000.00	1000.00	  0.00
HDCAt2	h[e] + hdca[e]  -> h[c] + hdca[c] 	(b2344)	  0.00	1000.00	  0.00
HEMEOS	frdp[c] + h2o[c] + pheme[c]  -> hemeO[c] + ppi[c] 	(b0428)	  0.00	1000.00	  0.00
HETZK	4mhetz[c] + atp[c]  -> 4mpetz[c] + adp[c] + h[c] 	(b2104)	  0.00	1000.00	  0.00
HEX1	atp[c] + glc_DASH_D[c]  -> adp[c] + g6p[c] + h[c] 	(b2388)	  0.00	1000.00	  0.00
HISTD	h2o[c] + histd[c] + 2 nad[c]  -> 3 h[c] + his_DASH_L[c] + 2 nadh[c] 	(b2020)	  0.00	1000.00	  0.00
HISTP	h2o[c] + hisp[c]  -> histd[c] + pi[c] 	(b2022)	  0.00	1000.00	  0.00
HISabc	atp[c] + h2o[c] + his_DASH_L[e]  -> adp[c] + h[c] + his_DASH_L[c] + pi[c] 	((b2309) and (b2308) and (b2307) and (b2306))	  0.00	1000.00	  0.00
HISt2r	h[e] + his_DASH_L[e]  <=> h[c] + his_DASH_L[c] 	(b0112)	-1000.00	1000.00	  0.00
HKNDDH	h2o[c] + hkndd[c]  -> 2 h[c] + op4en[c] + succ[c] 	(b0349)	  0.00	1000.00	  0.00
HKNTDH	h2o[c] + hkntd[c]  -> fum[c] + 2 h[c] + op4en[c] 	(b0349)	  0.00	1000.00	  0.00
HMBS	h2o[c] + 4 ppbng[c]  -> hmbil[c] + 4 nh4[c] 	(b3805)	  0.00	1000.00	  0.00
HMPK1	4ahmmp[c] + atp[c]  -> 4ampm[c] + adp[c] + h[c] 	((b2103) or (b2418))	  0.00	1000.00	  0.00
HOPNTAL	4h2opntn[c]  -> acald[c] + pyr[c] 	(b0352)	  0.00	1000.00	  0.00
HPPK2	6hmhpt[c] + atp[c]  -> 6hmhptpp[c] + amp[c] + h[c] 	(b0142)	  0.00	1000.00	  0.00
HPPPNDO	dhpppn[c] + o2[c]  -> hkndd[c] 	(b0348)	  0.00	1000.00	  0.00
HPPPNt2r	3hpppn[e] + h[e]  <=> 3hpppn[c] + h[c] 	(b0353)	-1000.00	1000.00	  0.00
HPYRI	hpyr[c]  <=> 2h3oppan[c] 	(b0508)	-1000.00	1000.00	  0.00
HPYRRx	h[c] + hpyr[c] + nadh[c]  -> glyc_DASH_R[c] + nad[c] 	((b1033) or (b3553))	  0.00	1000.00	  0.00
HPYRRy	h[c] + hpyr[c] + nadph[c]  -> glyc_DASH_R[c] + nadp[c] 	((b1033) or (b3553))	  0.00	1000.00	  0.00
HSDy	hom_DASH_L[c] + nadp[c]  <=> aspsa[c] + h[c] + nadph[c] 	((b3940) or (b0002))	-1000.00	1000.00	  0.00
HSK	atp[c] + hom_DASH_L[c]  -> adp[c] + h[c] + phom[c] 	(b0003)	  0.00	1000.00	  0.00
HSST	hom_DASH_L[c] + succoa[c]  -> coa[c] + suchms[c] 	(b4013)	  0.00	1000.00	  0.00
HSTPT	glu_DASH_L[c] + imacp[c]  -> akg[c] + hisp[c] 	(b2021)	  0.00	1000.00	  0.00
HXPRT	hxan[c] + prpp[c]  -> imp[c] + ppi[c] 	((b0238) or (b0125))	  0.00	1000.00	  0.00
HYD1	h2[c] + 2 h[c] + q8[c]  -> 2 h[e] + q8h2[c] 	(((b0974) and (b0972) and (b0973)) or ((b2721) and (b2723) and (b2724) and (b2722) and (b2720) and (b2719)) or ((b2994) and (b2997)))	  0.00	1000.00	  0.00
HYD2	h2[c] + 2 h[c] + mqn8[c]  -> 2 h[e] + mql8[c] 	(((b2994) and (b2997)) or ((b0974) and (b0972) and (b0973)))	  0.00	1000.00	  0.00
HYD3	2dmmq8[c] + h2[c] + 2 h[c]  -> 2dmmql8[c] + 2 h[e] 	(((b0974) and (b0972) and (b0973)) or ((b2994) and (b2997)))	  0.00	1000.00	  0.00
HYPOE	h2o[c] + pyam5p[c]  -> pi[c] + pydam[c] 		  0.00	1000.00	  0.00
HYXNt	hxan[e]  <=> hxan[c] 		-1000.00	1000.00	  0.00
ICDHyr	icit[c] + nadp[c]  <=> akg[c] + co2[c] + nadph[c] 	(b1136)	-1000.00	1000.00	  0.00
ICHORSi	chor[c]  -> ichor[c] 	((b2265) or (b0593))	  0.00	1000.00	  0.00
ICHORT	h2o[c] + ichor[c]  -> 23ddhb[c] + pyr[c] 	(b0595)	  0.00	1000.00	  0.00
ICL	icit[c]  -> glx[c] + succ[c] 	(b4015)	  0.00	1000.00	  0.00
IDOND	5dglcn[c] + h[c] + nadh[c]  <=> idon_DASH_L[c] + nad[c] 	(b4267)	-1000.00	1000.00	  0.00
IDOND2	5dglcn[c] + h[c] + nadph[c]  -> idon_DASH_L[c] + nadp[c] 	(b4267)	  0.00	1000.00	  0.00
IDONt2r	h[e] + idon_DASH_L[e]  <=> h[c] + idon_DASH_L[c] 	(b4265)	-1000.00	1000.00	  0.00
IG3PS	gln_DASH_L[c] + prlp[c]  -> aicar[c] + eig3p[c] + glu_DASH_L[c] + h[c] 	((b2023) and (b2025))	  0.00	1000.00	  0.00
IGPDH	eig3p[c]  -> h2o[c] + imacp[c] 	(b2022)	  0.00	1000.00	  0.00
IGPS	2cpr5p[c] + h[c]  -> 3ig3p[c] + co2[c] + h2o[c] 	(b1262)	  0.00	1000.00	  0.00
ILETA	akg[c] + ile_DASH_L[c]  <=> 3mop[c] + glu_DASH_L[c] 	(b3770)	-1000.00	1000.00	  0.00
ILEabc	atp[c] + h2o[c] + ile_DASH_L[e]  -> adp[c] + h[c] + ile_DASH_L[c] + pi[c] 	((b3455) and (b3460) and (b3457) and (b3454) and (b3456))	  0.00	1000.00	  0.00
ILEt2r	h[e] + ile_DASH_L[e]  <=> h[c] + ile_DASH_L[c] 	(b0401)	-1000.00	1000.00	  0.00
IMPC	h2o[c] + imp[c]  <=> fprica[c] 	(b4006)	-1000.00	1000.00	  0.00
IMPD	h2o[c] + imp[c] + nad[c]  -> h[c] + nadh[c] + xmp[c] 	(b2508)	  0.00	1000.00	  0.00
INDOLEt2r	h[e] + indole[e]  <=> h[c] + indole[c] 	(b3161)	-1000.00	1000.00	  0.00
INSK	atp[c] + ins[c]  -> adp[c] + h[c] + imp[c] 	(b0477)	  0.00	1000.00	  0.00
INSt2	h[e] + ins[e]  -> h[c] + ins[c] 	(b2964)	  0.00	1000.00	  0.00
INSt2r	h[e] + ins[e]  <=> h[c] + ins[c] 	(b2406)	-1000.00	1000.00	  0.00
IPDDIi	ipdp[c]  -> dmpp[c] 	(b2889)	  0.00	1000.00	  0.00
IPDPS	h2mb4p[c] + h[c] + nadh[c]  -> h2o[c] + ipdp[c] + nad[c] 	(b0029)	  0.00	1000.00	  0.00
IPMD	3c2hmp[c] + nad[c]  -> 3c4mop[c] + h[c] + nadh[c] 	(b0073)	  0.00	1000.00	  0.00
IPPMIa	3c2hmp[c]  <=> 2ippm[c] + h2o[c] 	((b0072) and (b0071))	-1000.00	1000.00	  0.00
IPPMIb	2ippm[c] + h2o[c]  <=> 3c3hmp[c] 	((b0072) and (b0071))	-1000.00	1000.00	  0.00
IPPS	3mob[c] + accoa[c] + h2o[c]  -> 3c3hmp[c] + coa[c] + h[c] 	(b0074)	  0.00	1000.00	  0.00
KARA1i	alac_DASH_S[c] + h[c] + nadph[c]  -> 23dhmb[c] + nadp[c] 	(b3774)	  0.00	1000.00	  0.00
KARA2i	2ahbut[c] + h[c] + nadph[c]  -> 23dhmp[c] + nadp[c] 	(b3774)	  0.00	1000.00	  0.00
KAS14	acACP[c] + h[c] + malACP[c]  -> ACP[c] + actACP[c] + co2[c] 	((b1095) or (b2323))	  0.00	1000.00	  0.00
